chr1	3000000	chr1	3000000	4
chr1	3000000	chr1	4000000	1
chr1	4000000	chr1	4000000	9
chr1	5000000	chr1	5000000	11
chr1	4000000	chr1	6000000	2
chr1	6000000	chr1	6000000	12
chr1	5000000	chr1	7000000	1
chr1	7000000	chr1	7000000	6
chr1	8000000	chr1	8000000	6
chr1	8000000	chr1	9000000	4
chr1	9000000	chr1	9000000	7
chr1	10000000	chr1	10000000	11
chr1	10000000	chr1	11000000	2
chr1	11000000	chr1	11000000	6
chr1	11000000	chr1	12000000	1
chr1	12000000	chr1	12000000	5
chr1	13000000	chr1	13000000	15
chr1	14000000	chr1	14000000	10
chr1	14000000	chr1	15000000	2
chr1	15000000	chr1	15000000	9
chr1	16000000	chr1	16000000	7
chr1	9000000	chr1	17000000	1
chr1	16000000	chr1	17000000	1
chr1	17000000	chr1	17000000	10
chr1	9000000	chr1	18000000	1
chr1	18000000	chr1	18000000	5
chr1	8000000	chr1	19000000	1
chr1	19000000	chr1	19000000	15
chr1	20000000	chr1	20000000	14
chr1	11000000	chr1	21000000	1
chr1	20000000	chr1	21000000	1
chr1	21000000	chr1	21000000	4
chr1	11000000	chr1	22000000	1
chr1	18000000	chr1	22000000	1
chr1	21000000	chr1	22000000	1
chr1	22000000	chr1	22000000	9
chr1	22000000	chr1	23000000	1
chr1	23000000	chr1	23000000	6
chr1	24000000	chr1	24000000	16
chr1	24000000	chr1	25000000	1
chr1	25000000	chr1	25000000	7
chr1	26000000	chr1	26000000	7
chr1	27000000	chr1	27000000	7
chr1	28000000	chr1	28000000	13
chr1	27000000	chr1	29000000	1
chr1	29000000	chr1	29000000	8
chr1	25000000	chr1	30000000	1
chr1	30000000	chr1	30000000	8
chr1	11000000	chr1	31000000	2
chr1	31000000	chr1	31000000	10
chr1	30000000	chr1	32000000	2
chr1	31000000	chr1	32000000	1
chr1	32000000	chr1	32000000	13
chr1	33000000	chr1	33000000	6
chr1	34000000	chr1	34000000	17
chr1	29000000	chr1	35000000	1
chr1	31000000	chr1	35000000	2
chr1	35000000	chr1	35000000	14
chr1	18000000	chr1	36000000	1
chr1	20000000	chr1	36000000	1
chr1	34000000	chr1	36000000	2
chr1	35000000	chr1	36000000	1
chr1	36000000	chr1	36000000	18
chr1	21000000	chr1	37000000	1
chr1	22000000	chr1	37000000	1
chr1	34000000	chr1	37000000	2
chr1	36000000	chr1	37000000	2
chr1	37000000	chr1	37000000	17
chr1	11000000	chr1	38000000	1
chr1	21000000	chr1	38000000	1
chr1	38000000	chr1	38000000	14
chr1	39000000	chr1	39000000	17
chr1	39000000	chr1	40000000	1
chr1	40000000	chr1	40000000	9
chr1	19000000	chr1	41000000	1
chr1	24000000	chr1	41000000	1
chr1	41000000	chr1	41000000	14
chr1	42000000	chr1	42000000	13
chr1	6000000	chr1	43000000	1
chr1	7000000	chr1	43000000	1
chr1	40000000	chr1	43000000	1
chr1	42000000	chr1	43000000	2
chr1	43000000	chr1	43000000	10
chr1	44000000	chr1	44000000	8
chr1	45000000	chr1	45000000	9
chr1	32000000	chr1	46000000	1
chr1	46000000	chr1	46000000	5
chr1	23000000	chr1	47000000	1
chr1	47000000	chr1	47000000	8
chr1	45000000	chr1	48000000	1
chr1	48000000	chr1	48000000	9
chr1	49000000	chr1	49000000	9
chr1	48000000	chr1	50000000	1
chr1	49000000	chr1	50000000	1
chr1	50000000	chr1	50000000	10
chr1	44000000	chr1	51000000	1
chr1	51000000	chr1	51000000	8
chr1	18000000	chr1	52000000	1
chr1	52000000	chr1	52000000	10
chr1	37000000	chr1	53000000	1
chr1	46000000	chr1	53000000	7
chr1	52000000	chr1	53000000	1
chr1	53000000	chr1	53000000	13
chr1	8000000	chr1	54000000	1
chr1	24000000	chr1	54000000	1
chr1	32000000	chr1	54000000	1
chr1	54000000	chr1	54000000	7
chr1	54000000	chr1	55000000	2
chr1	55000000	chr1	55000000	14
chr1	3000000	chr1	56000000	2
chr1	24000000	chr1	56000000	1
chr1	56000000	chr1	56000000	12
chr1	55000000	chr1	57000000	1
chr1	57000000	chr1	57000000	10
