chr1	3000000	chr1	3000000	109
chr1	3000000	chr1	4000000	9
chr1	4000000	chr1	4000000	104
chr1	4000000	chr1	5000000	6
chr1	5000000	chr1	5000000	101
chr1	3000000	chr1	6000000	1
chr1	4000000	chr1	6000000	5
chr1	5000000	chr1	6000000	13
chr1	6000000	chr1	6000000	94
chr1	4000000	chr1	7000000	1
chr1	6000000	chr1	7000000	1
chr1	7000000	chr1	7000000	68
chr1	4000000	chr1	8000000	1
chr1	6000000	chr1	8000000	2
chr1	7000000	chr1	8000000	1
chr1	8000000	chr1	8000000	50
chr1	7000000	chr1	9000000	2
chr1	8000000	chr1	9000000	11
chr1	9000000	chr1	9000000	134
chr1	6000000	chr1	10000000	1
chr1	7000000	chr1	10000000	1
chr1	8000000	chr1	10000000	3
chr1	9000000	chr1	10000000	5
chr1	10000000	chr1	10000000	98
chr1	7000000	chr1	11000000	1
chr1	9000000	chr1	11000000	4
chr1	10000000	chr1	11000000	9
chr1	11000000	chr1	11000000	96
chr1	4000000	chr1	12000000	1
chr1	9000000	chr1	12000000	3
chr1	10000000	chr1	12000000	3
chr1	11000000	chr1	12000000	5
chr1	12000000	chr1	12000000	97
chr1	10000000	chr1	13000000	1
chr1	11000000	chr1	13000000	7
chr1	12000000	chr1	13000000	11
chr1	13000000	chr1	13000000	131
chr1	11000000	chr1	14000000	2
chr1	13000000	chr1	14000000	4
chr1	14000000	chr1	14000000	64
chr1	11000000	chr1	15000000	1
chr1	13000000	chr1	15000000	1
chr1	14000000	chr1	15000000	2
chr1	15000000	chr1	15000000	111
chr1	9000000	chr1	16000000	1
chr1	12000000	chr1	16000000	5
chr1	13000000	chr1	16000000	4
chr1	14000000	chr1	16000000	2
chr1	15000000	chr1	16000000	8
chr1	16000000	chr1	16000000	141
chr1	6000000	chr1	17000000	1
chr1	9000000	chr1	17000000	1
chr1	10000000	chr1	17000000	5
chr1	13000000	chr1	17000000	1
chr1	14000000	chr1	17000000	1
chr1	15000000	chr1	17000000	1
chr1	16000000	chr1	17000000	2
chr1	17000000	chr1	17000000	50
chr1	10000000	chr1	18000000	1
chr1	16000000	chr1	18000000	1
chr1	17000000	chr1	18000000	4
chr1	18000000	chr1	18000000	59
chr1	18000000	chr1	19000000	1
chr1	19000000	chr1	19000000	50
chr1	17000000	chr1	20000000	1
chr1	18000000	chr1	20000000	1
chr1	19000000	chr1	20000000	5
chr1	20000000	chr1	20000000	73
chr1	18000000	chr1	21000000	2
chr1	19000000	chr1	21000000	5
chr1	20000000	chr1	21000000	6
chr1	21000000	chr1	21000000	83
chr1	19000000	chr1	22000000	1
chr1	20000000	chr1	22000000	1
chr1	21000000	chr1	22000000	6
chr1	22000000	chr1	22000000	57
chr1	19000000	chr1	23000000	3
chr1	20000000	chr1	23000000	3
chr1	21000000	chr1	23000000	8
chr1	22000000	chr1	23000000	5
chr1	23000000	chr1	23000000	71
chr1	14000000	chr1	24000000	3
chr1	15000000	chr1	24000000	2
chr1	20000000	chr1	24000000	2
chr1	21000000	chr1	24000000	1
chr1	23000000	chr1	24000000	1
chr1	24000000	chr1	24000000	58
chr1	13000000	chr1	25000000	1
chr1	15000000	chr1	25000000	1
chr1	20000000	chr1	25000000	1
chr1	22000000	chr1	25000000	1
chr1	24000000	chr1	25000000	5
chr1	25000000	chr1	25000000	58
chr1	18000000	chr1	26000000	1
chr1	19000000	chr1	26000000	1
chr1	24000000	chr1	26000000	2
chr1	25000000	chr1	26000000	2
chr1	26000000	chr1	26000000	43
chr1	27000000	chr1	27000000	39
chr1	22000000	chr1	28000000	1
chr1	23000000	chr1	28000000	1
chr1	25000000	chr1	28000000	1
chr1	27000000	chr1	28000000	3
chr1	28000000	chr1	28000000	57
chr1	28000000	chr1	29000000	3
chr1	29000000	chr1	29000000	57
chr1	20000000	chr1	30000000	1
chr1	23000000	chr1	30000000	1
chr1	26000000	chr1	30000000	1
chr1	27000000	chr1	30000000	1
chr1	28000000	chr1	30000000	1
chr1	29000000	chr1	30000000	3
chr1	30000000	chr1	30000000	57
chr1	21000000	chr1	31000000	1
chr1	23000000	chr1	31000000	1
chr1	24000000	chr1	31000000	1
chr1	26000000	chr1	31000000	7
chr1	29000000	chr1	31000000	3
chr1	30000000	chr1	31000000	3
chr1	31000000	chr1	31000000	82
chr1	19000000	chr1	32000000	1
chr1	20000000	chr1	32000000	1
chr1	26000000	chr1	32000000	1
chr1	27000000	chr1	32000000	1
chr1	30000000	chr1	32000000	1
chr1	31000000	chr1	32000000	4
chr1	32000000	chr1	32000000	52
chr1	8000000	chr1	33000000	1
chr1	22000000	chr1	33000000	1
chr1	26000000	chr1	33000000	1
chr1	29000000	chr1	33000000	2
chr1	31000000	chr1	33000000	5
chr1	32000000	chr1	33000000	5
chr1	33000000	chr1	33000000	123
chr1	14000000	chr1	34000000	1
chr1	19000000	chr1	34000000	1
chr1	21000000	chr1	34000000	2
chr1	33000000	chr1	34000000	9
chr1	34000000	chr1	34000000	156
chr1	21000000	chr1	35000000	3
chr1	22000000	chr1	35000000	2
chr1	25000000	chr1	35000000	1
chr1	31000000	chr1	35000000	1
chr1	32000000	chr1	35000000	3
chr1	33000000	chr1	35000000	1
chr1	34000000	chr1	35000000	4
chr1	35000000	chr1	35000000	104
chr1	20000000	chr1	36000000	1
chr1	21000000	chr1	36000000	4
chr1	22000000	chr1	36000000	2
chr1	23000000	chr1	36000000	4
chr1	34000000	chr1	36000000	4
chr1	35000000	chr1	36000000	8
chr1	36000000	chr1	36000000	210
chr1	9000000	chr1	37000000	1
chr1	21000000	chr1	37000000	2
chr1	35000000	chr1	37000000	1
chr1	36000000	chr1	37000000	18
chr1	37000000	chr1	37000000	178
chr1	36000000	chr1	38000000	5
chr1	37000000	chr1	38000000	8
chr1	38000000	chr1	38000000	126
chr1	34000000	chr1	39000000	3
chr1	36000000	chr1	39000000	1
chr1	37000000	chr1	39000000	4
chr1	38000000	chr1	39000000	16
chr1	39000000	chr1	39000000	151
chr1	20000000	chr1	40000000	1
chr1	36000000	chr1	40000000	1
